_author_name,Author,DBLP URL,MTMT id,MTA ATT id,MTMT name,Category,MTMT Status,Works,Affiliations,Core A*,Core A,Core A* Papers,Core A Papers,Core B,Core C,No Core,Hungarian Core A* equivalent,Core A* equivalent,First Author Core A* equivalent,MTMT Journal Publications,MTMT Conference Publications,MTMT Total Citations,MTMT Journal D1 Equivalents,MTMT Journal D1,MTMT Journal Q1,MTMT Journal Q2,MTMT Affiliations,Aktuális fokozat szakterülete,Kutatási téma,MTA Bizottság,Elérhetőségek,Aktuális fokozat,Szervezeti tagságok,PhD éve,Foglalkozás,Core A* equivalent Author Order,Hungarian Core A* equivalent Author Order,First Author Core A* equivalent Author Order,Years Since PhD,Age Group,Category Core A* Rank,Category Hungarian Core A* Rank,Category First Author Core A* Rank,Age Group Core A* Rank,Age Group Hungarian Core A* Rank,Age Group First Author Core A* Rank,MTMT Journal Q3,MTMT Journal Q4,Született,MTA tagság,MTA kép,Díjak,DBLP alias
Roland Toth,Roland Toth,https://dblp.org/pid/41/3302,https://m2.mtmt.hu/api/author/10075039,https://mta.hu/koztestuleti_tagok?PersonId=10048557,Tóth Roland (Szabályozástechnika),applied,inactive,abroad,Eindhoven University of Technology,2,41,1,0,1,30,11,1.1666666666666667,18.333333333333332,2.1666666666666665,105,29,3145,57.083333333333336,51,14,2,Rendszer és Irányításelméleti Kutatólaboratórium HRN SZTAKI RIEK [1973-]; Járműipari Kutatóközpont SZE JKK [2011-],Mérnöki és alkalmazott tudományok,Adat alapú modellezés Géptanulási módszerek Kiber-Fizikai Rendszerek Lineáris Paramétervariáns Rendszerek Mechatronikai rendszerek Nemlineáris Dinamikus Rendszerek Szabalyozó tervezés,Automatizálási és Számítástechnikai Tudományos Bizottság,"Számítástechnikai és Automatizálási Kutatóintézet 1111 Budapest, Kende utca 13-17. Magyarország; Eindhoven University of Technology 5600 MB Eindhoven, Den Dolech 2. Hollandia Tel.: +31 40 2472068 Email: r.toth@tue.nl Honlap: https://research.tue.nl/en/persons/roland-toth",PhD (2008),"Automatizálási és Számítástechnikai Tudományos Bizottság; IEEE (Institute of Electrical and Electronics Engineers, INC)",2008,,28,179,62,17,10-20 év,9,105,15,3,34,5,13,,"Miskolc, 1979.09.07.",levelező tag,https://aat.mta.hu/aat/FileData/Get/25963,ERC Starting Grant (European Research Council): 2016,
Erika Ábrahám,Erika Ábrahám,https://dblp.org/pid/a/ErikaAbraham,,,,,,hungary,"Computer Science Department, RWTH Aachen University",7,22,0,0,12,23,80,0.0,18.25,3.5833333333333335,,,,,,,,,,,,,,,,,28,334,38,0,0-5 év,3,23,5,24,236,31,,,,,,,
Norbert Zeh,Norbert Zeh,https://dblp.org/pid/73/3395,,,,theory,,abroad,Dalhousie University,6,27,0,1,9,8,20,0.3333333333333333,17.166666666666668,0.5,,,,,,,,,,,,,,,,,33,334,201,0,0-5 év,18,113,73,28,236,145,,,,,,,
Róbert Busa-Fekete,Róbert Busa-Fekete,https://dblp.org/pid/69/4876,https://m2.mtmt.hu/api/author/10017590,-,Busa-Fekete Róbert (Számítástudomány),theory,inactive,abroad,"University of Marburg, Germany; Google Research 2019-; University of Szeged, Szeged, Hungary -2016; Google Research, New York, NY, USA 2019-; Yahoo Research, New York, NY, USA 2017-2019; University of Paris-Sud, Linear Accelerator Laboratory (LAL), Orsay, France; University of Paderborn, Department of Computer Science, Paderborn, Germany 2016-2017",15,3,10,2,2,1,28,10.916666666666666,16.416666666666664,7.666666666666666,27,9,1028,8.895833333333334,6,3,10,Matematika- és Számítástudományok Doktori Iskola SZTE / DI MDI [2000-2021]; MTA-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / ITCS [2007-2015]; MTA-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2016-2022]; ELKH-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2022-2023]; HUN-REN-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2023-],,,,,,,,,35,18,13,0,0-5 év,20,10,10,30,12,11,2,1,,,,,
Lajos Rónyai,Lajos Rónyai,https://dblp.org/pid/33/5156,https://m2.mtmt.hu/api/author/10000407,https://mta.hu/koztestuleti_tagok?PersonId=19421,Rónyai Lajos (Számítástudomány),theory,,hungary,BME-TTK; SZTAKI,16,2,16,2,0,1,6,16.75,16.75,3.0,99,4,2016,22.645833333333336,16,11,13,Algebra Tanszék BME / TTK / MI AT [2000-2023]; Számítástudományi Kutatócsoport HRN SZTAKI / IL SZTK [1979-]; Matematika- és Számítástudományok Doktori Iskola törzstagjai BME / EHBDT [2002-]; Szakmai Habilitációs Bizottság és Doktor Tanács (MSzDI) BME / EHBDT [2002-]; Lendület Big Data Kutatócsoport HRN SZTAKI / INFKL [2012-2018]; Matematika Intézet BME / TTK MI [2000-]; Budapesti Műszaki és Gazdaságtudományi Egyetem BME [2000-]; Algebra és Geometria Tanszék BME / TTK / MI AGT [2023-],"számítástudomány, algebra",,Informatika- és Számítástudományi Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Természettudományi Kar Matematika Intézet Algebra Tanszék 1111 Budapest, Egry József utca 1. Magyarország; Számítástechnikai és Automatizálási Kutatóintézet 1111 Budapest, Kende utca 13-17. Magyarország Tel.: +36 1 2796193 Fax: +36 1 2095269 Email: ronyai@sztaki.hu Honlap: http://www.sztaki.hu/~ronyai",rendes tag (2007),Informatika- és Számítástudományi Bizottság (szavazati jogú tag); Bolyai János Matematikai Társulat,,"egyetemi tanár, kutatóprofesszor",35,7,38,0,0-5 év,20,4,27,30,5,31,9,1,"Szekszárd, 1955.01.18.",,https://aat.mta.hu/aat/FileData/Get/896,Széchenyi-díj: 2019; Szele Tibor-emlékérem (BJMT): 2015; Benedikt Ottó-díj (MTA Számítástechnikai és Automatizálási Kutatóintézete): 2000; Arany János Közalapítvány Bolyai szakkuratóriumi díja (Arany János Közalapítvány): 2000; Kalmár László-díj (Neumann János Számítástechnikai Társaság): 1997; Akadémiai Ifjúsági Díj (Magyar Tudományos Akadémia): 1985,
Gabor Karsai,Gabor Karsai,https://dblp.org/pid/37/3753,https://m2.mtmt.hu/api/author/10079925,-,Karsai Gábor (Műszaki),applied,inactive,abroad,Vanderbilt University,2,12,0,1,25,47,83,0.8333333333333333,14.083333333333334,0.9166666666666667,95,19,3294,15.645833333333334,6,17,20,,,,,,,,,,37,334,201,0,0-5 év,12,200,89,32,236,145,7,1,,,,,
Dániel Varró,Dániel Varró,https://dblp.org/pid/53/1883,https://m2.mtmt.hu/api/author/10001355,https://mta.hu/koztestuleti_tagok?PersonId=17873,"Varró Dániel (Informatika, szoftvertechnológia)",applied,active,abroad,Professor of Software Engineering at Linköping University / Adjunct Professor at McGill; BME-MIT,3,14,3,14,34,15,72,14.583333333333334,14.583333333333334,1.0833333333333333,135,42,5859,21.333333333333332,3,16,72,MTA-BME Lendület Kiber-fizikai Rendszerek Kutatócsoport BME / VIK / MIT [2015-]; Méréstechnika és Információs Rendszerek Tanszék BME / VIK MIT [2000-2024]; Mesterséges Intelligencia és Rendszertervezés Tanszék BME / VIK MIT [2024-],Műszaki tudomány,Kiberfizikai rendszerek Modelltranszformáció Modellvezérelt szoftver és rendszerfejlesztés Szoftvertervezés Szolgáltatás-orientált rendszerek,Informatikai Tudományos Bizottság,"Linköping University 581 83 Linköping, Linköping Svédország Email: varro@mit.bme.hu E-mail: daniel.varro@liu.se; Budapesti Műszaki és Gazdaságtudományi Egyetem Mesterséges Intelligencia és Rendszertervezés Tanszék 1111 Budapest, Műegyetem rakpart 3-9. Magyarország Tel.: +36 1 4633586 Fax: +36 1 4632667 Email: varro@mit.bme.hu E-mail: daniel.varro@liu.se",MTA doktora (2013),Informatikai Tudományos Bizottság (szavazati jogú tag),2004,"Professor, Egyetemi tanár",37,9,107,21,20+ év,12,4,35,3,1,17,6,8,,,https://aat.mta.hu/aat/FileData/Get/40454,10-year Most Influential Paper Award: 2020; Best Paper Award (EASST): 2018; ACM Distinguished Reviewer Award: 2018; Best Tool Paper Award (Springer): 2018; Imreh Csanád Emlékérem (Országos Tudományos Diákköri Tanács): 2017; Distinguished Paper Award (ACM): 2016; 10-year Most Influential Paper Award: 2016; Lendület Díj (MTA): 2015 - 2020; 10-year Most Influential Paper Award: 2014; Distinguished Paper Award (ACM): 2013; Distinguished Paper Award (ACM): 2011; Bolyai János Kutatási Ösztöndíj (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 2010 - 2013; Mestertanár Aranyérem (Országos Tudományos Diákköri Tanács): 2009; Distinguished Paper Award (ACM): 2009; Bolyai János Kutatási Ösztöndíj (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 2005 - 2008,
Tamás Linder,Tamás Linder,https://dblp.org/pid/56/2539,https://m2.mtmt.hu/api/author/10017789,-,Linder Tamás,theory,inactive,abroad,Queen's University 1998-,7,8,1,0,3,34,24,1.0833333333333333,13.0,0.16666666666666666,10,1,278,7.166666666666667,7,,1,Informatikai Kutatólaboratórium HRN SZTAKI INFKL [1979-2023],,,,,,,,,41,179,201,0,0-5 év,23,71,73,35,110,145,,,,,,,
Levente Kovács,Levente Kovács,https://dblp.org/pid/99/5576,https://m2.mtmt.hu/api/author/10001992,https://mta.hu/koztestuleti_tagok?PersonId=21630,Kovács Levente (Irányítástechnika),,,,,0,9,0,2,7,108,59,2.9166666666666665,13.166666666666668,2.1666666666666665,221,27,4401,47.604166666666664,24,36,50,"Biomatika Intézet ÓE / NIK BMI [2016-2019]; Informatikai Rendszerek Intézet ÓE / NIK IRI [2010-2013]; Irányítástechnika és Informatika Tanszék BME / VIK IIT [2000-]; Élettani Szabályozások Kutatóközpont ÓE / EKIK ÉSZK [2014-]; Biomatika és Alkalmazott Mesterséges Intelligencia Intézet ÓE / NIK BMI [2019-]; Egyetemi Kutató, Innovációs és Szolgáltató Központ ÓE EKIK [2010-2021]; Egészségügyi Közgazdaságtan Kutatóközpont ÓE / EKIK HECON [2020-]; Egyetemi Kutató és Innovációs Központ ÓE EKIK [2022-]",Informatika,Élettani szabályozások Orvosbiológiai kutatások Orvosi informatika Robusztus irányításelmélet,Informatikai Tudományos Bizottság,"Óbudai Egyetem Neumann János Informatikai Kar Biomatika és Alkalmazott Mesterséges Intelligencia Intézet 1034 Budapest, Bécsi út 96/B Magyarország Tel.: +36 1 6665626 Tel.: +36 30 6250764 Honlap: https://physcon.uni-obuda.hu/",MTA doktora (2024),"Informatikai Tudományos Bizottság (szavazati jogú tag); IEEE (Institute of Electrical and Electronics Engineers, INC); IEEE Hungary Section; IFAC Technical Committee; Magyar Akkreditációs Bizottság; Magyar Diabetes Társaság; Magyar Mérnökakadémia; Neumann János Számítástudományi Társaság; IEEE Hungary Joint Chapter of Industrial Electronics and Robotics & Automation Societies; European Society for Mathematical and Theoretical Biology; IEEE Chapter of Systems, Man, and Cybernetics Society",2008,"egyetemi tanár, rektor",41,116,62,17,10-20 év,5,1,9,4,25,5,31,11,,,https://aat.mta.hu/aat/FileData/Get/1386,Hetényi Géza-emlékérem: 2021; Oktatási Miniszter Elismerő Oklevele: 2018; Év kutatója díj (BMF): 2018; Neumann János Publikációs Díj (Óbudai Egyetem Neumann János Informatikai Kar): 2016; Év kutatója díj (BMF): 2014; Bolyai János Kutatási Ösztöndíj (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 2012 - 2015; Pro Scientia: 2009,
Gábor Rétvári,Gábor Rétvári,https://dblp.org/pid/45/5812,https://m2.mtmt.hu/api/author/10012955,https://mta.hu/koztestuleti_tagok?PersonId=21210,Rétvári Gábor (Internet science),applied,,hungary,BME-TMIT,11,5,11,5,5,5,39,13.916666666666666,13.916666666666666,7.166666666666667,45,4,1540,19.291666666666668,14,11,9,MTA-BME Informatikai Rendszerek Kutatócsoport BME / VIK / HRSZT [2013-2022]; Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; MTA-BME Lendület Jövő Internet Kutatócsoport BME / VIK / TMIT [2012-]; MTA-BME Lendület Hálózat Szoftverizációs Kutatócsoport BME / VIK / EIT / MIK [2017-]; ELKH-BME Informatikai Rendszerek Kutatócsoport BME / VIK / HRSZT [2022-2023]; HUN-REN-BME Informatikai Rendszerek Kutatócsoport BME / VIK / HRSZT [2023-]; Távközlési és Telematika Tanszék BME / VIK TTT [2000-2003]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],Informatika,Erőforrás-megosztás Forgalommenedzsment Hálózatok optimalizálása Hibajavítás IP hálózatokban Útvonalválasztás,Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország Tel.: +36 1 4632187 Fax: +36 1 4631763",MTA doktora (2022),Távközlési Tudományos Bizottság (szavazati jogú tag),2008,Tudományos főmunkatárs,41,11,13,17,10-20 év,15,6,4,4,3,3,,2,,,,,
György Dán,György Dán,https://dblp.org/pid/12/2336,,,,applied,inactive,abroad,KTH Royal Institute of Technology,10,5,0,0,11,15,64,0.0,14.75,2.3333333333333335,,,,,,,,,,,,,,,,,37,334,62,0,0-5 év,12,200,15,32,236,52,,,,,,,
András Lörincz,András Lörincz,https://dblp.org/pid/81/2260,https://m2.mtmt.hu/api/author/10007578,-,Lőrincz András (Molekulafizika),applied,inactive,retired,ELTE,4,19,4,19,9,18,34,13.333333333333332,13.333333333333332,0.75,211,8,2858,27.729166666666664,13,16,42,"Programozáselmélet és Szoftvertechnológiai Tanszék ELTE / IK [2006-2007]; Izotópkutató Intézet MTA EK IKI [2012-2012]; MTA-ELTE Intelligens Adatbázisok Kutatócsoport (2006 végéig működött) MTA TKI MTAELTEIAK [1998-2006]; Programozáselmélet és Szoftvertechnológiai Tanszék ELTE / IK [2007-]; Energia- és Környezetbiztonsági Intézet HUN-REN EK EKBI [2013-]; ELTE 3in Kutatócsoport, Martonvásár ELTE / IK [2017-]; Mesterséges Intelligencia Tanszék ELTE / IK [2019-]",,,,,,,,,41,11,201,0,0-5 év,15,6,89,35,8,145,25,5,,,,,
Imre Rudas,Imre Rudas,https://dblp.org/pid/77/1960,https://m2.mtmt.hu/api/author/10000764,https://mta.hu/koztestuleti_tagok?PersonId=11512,Rudas Imre (Intelligens rendszerek),applied,inactive,hungary,hungary,0,6,0,6,9,86,50,10.666666666666668,10.666666666666668,1.25,144,3,4753,53.5,41,18,30,Neumann János Informatikai Kar BMF NJIK [2000-2009]; Bejczy Antal iRobottechnikai Központ ÓE / EKIK BARK [2010-]; Intelligens Mérnöki Rendszerek Intézet ÓE / NIK IMRI [2010-2013]; Informatikai Tudományok Doktori Iskola BME / EHBDT [2002-]; Bánki Donát Műszaki Főiskola BDMF [1991-1999],Műszaki tudomány,"Fuzzy rendszerek, fuzzy irányítás Robottechnika, robotirányítás Számítógéppel segített folyamattervezés",Informatikai Tudományos Bizottság,"Óbudai Egyetem 1034 Budapest, Bécsi út 96/B Magyarország Tel.: +36 1 6665601 Fax: +36 1 6665620 Email: rudas@uni-obuda.hu Honlap: http://www.uni-obuda.hu/rudas/",MTA doktora (2004),"Informatikai Tudományos Bizottság (szavazati jogú tag); Főiskolai Főigazgatói Konferencia; IEEE Hungary Section (elnök); Kassai Műszaki Egyetem (díszdoktor); Magyar Fuzzy Társaság; Magyar Mérnökakadémia (alelnök); Magyar Rektori Konferencia; Magyar Robottechnikai Társaság; Műszaki Felsőoktatás Rektori Főigazgatói Kollégium; Országos OTKA Tanács; Temesvári Műszaki Egyetem (díszdoktor); IEEE Hungary Joint Chapter of Industrial Electronics and Robotics & Automation Societies; Control Engineering Practice; IEEE Board of Directors RAB, TAB Section/Chapter Support Committee; IEEE Chapter of Systems, Man, and Cybernetics Society; IEEE Hungary Chapter of Computational Intelligence Society; IEEE Industrial Electronics Society; IEEE Region 8, Educational Activities SubCommittee; IEEE Region 8. Chapter Coordinator; IEEE Robotics & Automation Society, International Activity Board; International Fuzzy System Association; Acta Electronica et Informatica (szerkesztőbizottsági tag); Acta Polytechnica Hungarica (alapító elnök); Acta Technica Jaurinensis; Computing and Informatics; Engineering Application of Artificial Intelligence; IEEE Transactions on Industrial Electronics (szerkesztő); International Journal of Computers, Communications & Control (szerkesztőbizottsági tag); Journal of Advanced Computational Intelligence and Intelligent Informatics (szerkesztőbizottsági tag); Robotica",1977,"egyetemi tanár, rektor",55,18,107,48,20+ év,20,9,35,5,4,17,12,8,1949.04.25,,https://aat.mta.hu/aat/FileData/Get/2931,Distinguished Lecturer (IEEE): 2011; Magyar Köztársasági Érdemrend tisztikeresztje: 2009; Distinguished Lecturer (IEEE): 2008; Gábor Dénes-díj: 2006; Neumann János-díj: 2006; Gazdasági Miniszter Elismerő Oklevél: 1999; Széchenyi professzori ösztöndij: 1997; Miniszteri Dicséret: 1979,
Radu Curticapean,Radu Curticapean,https://dblp.org/pid/00/9960,https://m2.mtmt.hu/api/author/10058134,-,Curticapean Radu (Paraméteres algoritmusok),theory,inactive,abroad,SZTAKI 2012-2020,9,14,5,7,4,1,4,8.083333333333334,14.416666666666668,11.583333333333334,1,0,89,0.16666666666666666,,,1,Paraméteres Algoritmusok és Bonyolultság Kutatócsoport HRN SZTAKI / INFKL [2012-2020],,,,,,,,,37,29,8,0,0-5 év,22,16,7,32,18,7,,,,,,,
Balázs Kégl,Balázs Kégl,https://dblp.org/pid/k/BalazsKegl,,,,theory,,abroad,"University of Paris-Saclay, Center for Data Science; University of Paris-Sud, Linear Accelerator Laboratory (LAL); Research scientist, Paris AI leader, Noah's Ark Lab, Huawei Research; University of Montreal, Department of Computer Science",11,3,4,0,3,9,21,4.083333333333333,13.25,4.75,,,,,,,,,,,,,,,,,41,62,26,0,0-5 év,23,36,18,35,34,21,,,,,,,
Gábor Ivanyos,Gábor Ivanyos,https://dblp.org/pid/64/6959,https://m2.mtmt.hu/api/author/10000741,https://mta.hu/koztestuleti_tagok?PersonId=14654,"Ivanyos Gábor (Algebra, számítástudomány)",theory,,hungary,SZTAKI; BME-TTK,10,9,10,9,5,0,1,13.833333333333334,13.833333333333334,7.5,56,7,843,17.0625,10,14,12,Számítástudományi Kutatócsoport HRN SZTAKI / IL SZTK [1979-]; Algebra Tanszék BME / TTK / MI AT [2000-2023]; Budapesti Műszaki Egyetem BME [1949-2000]; Algebra és Geometria Tanszék BME / TTK / MI AGT [2023-],Matematikai tudomány,Algebra Algoritmusok és bonyolultságelmélet Kvantum-számítás Számelmélet,Informatika- és Számítástudományi Bizottság,"Számítástechnikai és Automatizálási Kutatóintézet Informatikai Kutatólaboratórium Számítástudományi Kutatócsoport 1111 Budapest, Kende utca 13-17. Magyarország Honlap: www.sztaki.hu/~ivanyos",MTA doktora (2010),Informatika- és Számítástudományi Bizottság (szavazati jogú tag); Matematikai Doktori Bizottság (szavazati jogú tag); Bolyai János Matematikai Társulat; European Mathematical Society,,tudományos tanácsadó,41,11,13,0,0-5 év,23,6,10,35,8,11,4,1,,,https://aat.mta.hu/aat/FileData/Get/16353,,
László A. Jeni,László A. Jeni,https://dblp.org/pid/35/7547,,,,,,hungary,"Robotics Institute, Carnegie Mellon University,Pittsburgh,PA,USA",10,6,0,1,3,15,18,0.41666666666666663,13.75,0.6666666666666666,,,,,,,,,,,,,,,,,41,334,201,0,0-5 év,5,23,41,35,236,145,,,,,,,
Tamás Szirányi,Tamás Szirányi,https://dblp.org/pid/82/5404,https://m2.mtmt.hu/api/author/10000013,https://mta.hu/koztestuleti_tagok?PersonId=11331,"Szirányi Tamás (Számítógépes látás, szenzorhálózatok)",applied,,hungary,SZTAKI,0,7,0,7,12,42,43,7.833333333333334,7.833333333333334,1.0833333333333333,104,28,3673,27.895833333333336,18,14,29,Anyagmozgatási és Logisztikai Rendszerek Tanszék BME / KJK ALRT [2012-]; Gépi Érzékelés Kutatólaboratórium HRN SZTAKI GÉK [2017-]; Elosztott Események Elemzése Kutatócsoport MTA SZTAKI [1991-2016]; Budapesti Műszaki Egyetem BME [1949-2000]; Információs Technológiai Kar PPKE ITK [1998-2013]; Pannon Egyetem PE [2006-],-,Biometrikai személyazonosítás Mintafelismerés és visszakeresés szenzorhálózatokban Statisztikai alakfelismerés Táv-kép elemzés Video eseménydetektálás,Automatizálási és Számítástechnikai Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Közlekedésmérnöki és Járműmérnöki Kar 1111 Budapest, Műegyetem rakpart 3-9. Magyarország; Számítástechnikai és Automatizálási Kutatóintézet Gépi Érzékelés Kutatólabor 1111 Budapest, Kende utca 13-17. Magyarország Tel.: +36 1 2796106 Fax: +36 1 2796292 Email: sziranyi@sztaki.hu E-mail: sziranyi.tamas@sztaki.hu Honlap: https://sztaki.hun-ren.hu/sziranyi-tamas",levelező tag (2022),Automatizálási és Számítástechnikai Tudományos Bizottság (szavazati jogú tag); Elektronikus Eszközök és Technológiák Tudományos Bizottsága (tanácskozási jogú tag); Informatika- és Számítástudományi Bizottság (tanácskozási jogú tag); Informatikai Tudományos Bizottság (tanácskozási jogú tag); Bolyai János Kutatási Ösztöndíj Kuratóriuma; Digital signal processing (szerkesztő); Magyar Mérnökakadémia; Neumann János Számítógép-tudományi Társaság Magyar Képfeldolgozók és Alakfelismerők Társasága (alapító elnök); Institute of Electrical and Electronics Engineers (senior member); Institute of Electrical and Electronics Engineers Tr. Image Processing (szerkesztő); International Association for Pattern Recognition (Fellow),,,75,33,107,0,0-5 év,29,14,35,58,21,75,4,1,"Budapest, 1957.08.31.",,https://aat.mta.hu/aat/FileData/Get/2932,Michelberger Mesterdíj (Magyar Mérnökakadémia): 2020; Magyar Érdemrend Tisztikereszt (Magyarország köztársasági elnöke): 2018; Pro Scientia: 2011; IAPR Fellow: 2008; Mester Professzor: 2001,
Zoltan Kato,Zoltan Kato,https://dblp.org/pid/k/ZKato,https://m2.mtmt.hu/api/author/10011257,https://mta.hu/koztestuleti_tagok?PersonId=16710,Kato Zoltan (Számítógépes képfeldolgozás),applied,inactive,hungary,University of Szeged,4,5,4,5,11,28,20,9.833333333333334,9.833333333333334,3.6666666666666665,29,7,1221,10.979166666666666,8,6,4,Képfeldolgozás és Számítógépes Grafika Tanszék SZTE / TTIK / ITCS KSZGT [2007-2015]; Képfeldolgozás és Számítógépes Grafika Tanszék SZTE / TTIK / INF KSZGT [2016-],Műszaki tudomány,"Képfeldolgozás és számítógépes látás Szegmentálás, regisztráció Távérzékelés, biológiai és orvosi képfeldolgozás, mikroszkópia Valószínűségi és variációs képmodellek",Informatikai Tudományos Bizottság,"Szegedi Tudományegyetem Természettudományi és Informatikai Kar Informatikai Intézet Képfeldolgozás és Számítógépes Grafika Tanszék 6720 Szeged, Árpád tér 2. Magyarország Tel.: +36 62 546399 Fax: +36 62 546397 Email: kato@inf.u-szeged.hu",MTA doktora (2014),Informatikai Tudományos Bizottság (szavazati jogú tag); Szegedi Területi Bizottság; Informatikai Munkabizottság (szavazati jogú tag),1994,egyetemi tanár,66,26,38,31,20+ év,27,13,8,8,7,3,3,1,,,,,
